filename,fecha_de_radicacion,has_unredacted,unredacted_vars,unredacted_values,date_of_decree,decree_year,county,state,physical_address,mailing_address,mailing_state,mailing_county,taxable_year_end,total_net_worth,income_interest_exempt,income_interest_nonexempt,income_dividends_exempt,income_dividends_nonexempt,income_capital_gains_exempt,income_capital_gains_nonexempt,income_wages_exempt,income_wages_nonexempt,income_other_income_exempt,income_other_income_nonexempt,does_grantee_own_a_home_in_puerto_rico_or_does_he/she_rent_it,primary_property_value,monthly_rent_pay,real_estate_municipality,does_grantee_own_other_real_estate_in_puerto_rico,n_nonprimary_real_estate,does_grantee_have_assets_located_in_puerto_rico,previous_reporting_year,current_reporting_year,asset_type_financial_previous_reporting_year,asset_type_financial_current_reporting_year,asset_type_financial_difference,asset_type_real_estate_previous_reporting_year,asset_type_real_estate_current_reporting_year,asset_type_real_estate_difference,asset_type_privately_held_business_previous_reporting_year,asset_type_privately_held_business_current_reporting_year,asset_type_privately_held_business_difference,asset_type_other_previous_reporting_year,asset_type_other_current_reporting_year,asset_type_other_difference,does_grantee_have_a_business_in_puerto_rico,n_business,business_information_table_height,business_type_1,business_decree_1,business_type_2,business_decree_2,business_type_3,business_decree_3,business_type_4,business_decree_4,business_type_5,business_decree_5,business_type_6,business_decree_6,business_type_7,business_decree_7,business_type_8,business_decree_8,business_type_9,business_decree_9,business_type_10,business_decree_10,business_type_11,business_decree_11,business_type_12,business_decree_12,business_type_13,business_decree_13,business_type_14,business_decree_14,business_type_15,business_decree_15,household_table_height,days_in_pr,expenditure_in_pr,charity_in_pr,total_amount_donated,n_charities,gender
2023-RepAct22-000349_Redacted.pdf,01/12/2023,FALSE,NA,NA,08/31/2021,2021,DORADO,PUERTO RICO,"DORADO, PUERTO RICO","DORADO, PUERTO RICO",PUERTO RICO,DORADO,12/31/2021,From 5 to 10 million,0,19,0,0,4256893,4793853,0,15385,0,2039769,Own,1235000,NA,NA,Sí,0,FALSE,NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,223,5e+05,No,0,0,REDACTED
2023-RepAct22-000350_Redacted.pdf,01/13/2023,FALSE,NA,NA,02/14/2018,2018,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,12/31/2021,From 1 to 5 million,7084,0,1172000,0,0,0,0,66000,0,17542,Own,395000,NA,NA,Sí,0,TRUE,2020,2021,0,0,0,155000,155000,0,0,0,0,0,0,0,Yes,1,0,Otro,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,321,2e+05,Sí,0,1,REDACTED
2023-RepAct22-000351_Redacted.pdf,01/17/2023,FALSE,NA,NA,11/15/2020,2020,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,12/31/2021,From 10 to 25 million,1389,0,1687035,0,397399,0,0,69999,0,119262,Own,3e+06,NA,NA,No,0,TRUE,2020,2021,0,7e+06,7e+06,0,3e+06,3e+06,0,9214,9214,0,0,0,Yes,1,45,Otro,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,212,250000,No,0,0,REDACTED
2023-RepAct22-000352_Redacted.pdf,01/17/2023,FALSE,NA,NA,01/17/2021,2021,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,12/31/2021,Less than 1 million,0,0,22,0,0,0,0,0,0,348192,Rent,NA,5800,"SAN JUAN, PR",NA,0,TRUE,2020,2021,0,310000,310000,0,5e+05,5e+05,0,0,0,0,1e+05,1e+05,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,213,40000,Sí,10000,2,REDACTED
2023-RepAct22-000353_Redacted.pdf,01/19/2023,FALSE,NA,NA,06/15/2020,2020,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,12/31/2021,From 5 to 10 million,25,0,91200,0,0,195340,0,0,0,0,Own,650000,NA,NA,No,0,FALSE,NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,40,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,330,105000,Sí,10000,2,REDACTED
2023-RepAct22-000354_Redacted.pdf,01/17/2023,FALSE,NA,NA,09/05/1016,2016,DORADO,PUERTO RICO,"DORADO, PUERTO RICO","TOA BAJA, PUERTO RICO",PUERTO RICO,TOA BAJA,12/31/2021,From 5 to 10 million,4691,0,116835,0,1546644,43153,0,16000,0,0,Own,2828000,NA,NA,No,0,TRUE,2020,2021,13685,22500,8815,2090000,1414000,-676000,0,0,0,0,0,0,Yes,1,85,Otro,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,317,107000,Sí,5628,2,NA
2023-RepAct22-000355_Redacted.pdf,01/15/2023,FALSE,NA,NA,01/01/2017,2017,Dorado,PR,"Dorado, PR","Dorado, PR",PR,Dorado,12/31/2021,From 10 to 25 million,14885,0,597815,0,179695,0,0,0,0,19017,Own,2150000,NA,NA,Sí,1,TRUE,2020,2021,1163543,3100000,1936457,7e+06,2615000,-4385000,0,0,0,188000,150000,-38000,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,235,120000,Sí,0,1,REDACTED
2023-RepAct22-000357_Redacted.pdf,01/11/2023,FALSE,NA,NA,02/06/2014,2014,Humacao,PR,"Humacao, PR","San Juan, PR",PR,San Juan,12/31/2021,From 1 to 5 million,68,0,760000,0,0,0,0,0,0,0,Rent,NA,1500,NA,NA,0,TRUE,2020,2021,42627.06,129217.64,86590.58,0,0,0,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,363,80000,No,0,0,REDACTED
2023-RepAct22-000359_Redacted.pdf,01/17/2023,FALSE,NA,NA,06/12/2017,2017,SAN JUAN,PR,"SAN JUAN, PR","#14 SAN JUAN, PR",PR,# SAN JUAN,12/31/2021,From 10 to 25 million,493,0,1798066,0,20247,15878,0,36646,34198,98603,Own,466000,NA,NA,No,0,TRUE,2020,2021,2e+06,2e+06,0,466000,466000,0,5e+05,4688392,4188392,3000,3000,0,Yes,1,30,Real Estate/Property,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,190,3e+05,No,0,0,REDACTED
2023-RepAct22-000360_Redacted.pdf,01/17/2023,FALSE,NA,NA,01/01/2021,2021,San Juan,Puerto Rico,"San Juan, Puerto Rico","San Juan, Puerto Rico",Puerto Rico,San Juan,12/31/2021,From 1 to 5 million,184,0,0,0,9123,0,0,31369,0,0,Rent,NA,5000,NA,NA,0,TRUE,2020,2021,0,18726,18726,0,0,0,0,0,0,0,23632,23632,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,308,35000,Sí,10000,2,REDACTED
2023-RepAct22-000361_Redacted.pdf,01/12/2023,FALSE,NA,NA,01/01/2021,2021,Isabela,PR,"Isabela, PR","Isabela, PR",PR,Isabela,12/31/2021,Less than 1 million,0,0,0,0,623600,-286990,0,0,0,2785,Rent,NA,500,"Isabela, PR",NA,0,TRUE,2020,2021,0,0,0,0,0,0,0,0,0,0,5e+05,5e+05,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,260,45000,No,0,0,NA
2023-RepAct22-000362_Redacted.pdf,01/10/2023,FALSE,NA,NA,04/29/2015,2015,Vieques,Puerto Rico,"Vieques, Puerto Rico","Vieques, Puerto Rico",Puerto Rico,Vieques,12/31/2021,From 1 to 5 million,9904,0,1466,0,238500,0,0,33622,0,5404,Own,1750000,NA,NA,No,0,TRUE,2020,2021,3e+05,3e+05,0,3e+06,3e+06,0,1150000,1150000,0,60000,60000,0,Yes,1,50,Financial,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,308,150000,Sí,10000,2,REDACTED
2023-RepAct22-000363_Redacted.pdf,01/11/2023,FALSE,NA,NA,03/23/2021,2021,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,12/31/2021,Less than 1 million,0,0,0,0,478942,0,0,0,0,1000,Rent,NA,1400,NA,NA,0,TRUE,2020,2021,0,719965,719965,0,0,0,0,0,0,0,5000,5000,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,284,15514,Sí,0,1,NA
2023-RepAct22-000364_Redacted.pdf,01/16/2023,FALSE,NA,NA,01/01/2018,2018,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,12/31/2021,From 1 to 5 million,0,0,263000,0,0,0,0,80000,0,3,Own,1200000,NA,NA,Sí,0,TRUE,2020,2021,25000,50000,25000,1200000,1200000,0,0,0,0,0,0,0,Yes,2,90,Service,TRUE,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,305,20000,Sí,6200,2,REDACTED
2023-RepAct22-000365_Redacted.pdf,01/10/2023,FALSE,NA,NA,01/01/2021,2021,Humacao,PR,"Humacao, PR","Humacao, PR",PR,Humacao,12/31/2021,Less than 1 million,0,0,0,0,639118,-613493,18600,0,0,28,Own,350000,NA,NA,No,0,TRUE,2020,2021,0,0,0,0,0,0,0,0,0,0,2e+05,2e+05,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,185,85000,No,0,0,REDACTED
2023-RepAct22-000367_Redacted.pdf,01/17/2023,FALSE,NA,NA,01/28/2021,2021,DORADO,PR,"DORADO, PR","DORADO, PR",PR,DORADO,12/31/2021,From 10 to 25 million,62693,0,3041,0,4119390,0,0,201226,0,8372232,Own,4900000,NA,NA,No,0,TRUE,2020,2021,0,0,0,0,4900000,4900000,0,0,0,0,0,0,Yes,1,60,Other,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,203,1,No,0,0,REDACTED
2023-RepAct22-000368_Redacted.pdf,01/16/2023,FALSE,NA,NA,04/27/2016,2016,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,12/31/2021,From 1 to 5 million,11,0,0,0,82177,0,0,40299,0,52592,Rent,NA,8500,NA,NA,0,TRUE,2020,2021,1400000,1400000,0,0,0,0,5e+05,5e+05,0,25000,25000,0,Yes,1,45,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,275,250000,No,0,0,REDACTED
2023-RepAct22-000369_Redacted.pdf,01/17/2023,FALSE,NA,NA,12/31/2020,2020,HUMACAO,PUERTO RICO,"HUMACAO, PUERTO RICO 00791","HUMACAO, PUERTO RICO",PUERTO RICO,HUMACAO,12/31/2021,From 1 to 5 million,0,0,470000,0,665850,0,0,60000,0,7395,Own,6e+05,NA,NA,No,0,TRUE,2020,2021,0,0,0,0,6e+05,6e+05,0,5149,5149,0,0,0,Yes,1,50,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,355,1,Yes,0,2,REDACTED
2023-RepAct22-000370_Redacted.pdf,01/17/2023,FALSE,NA,NA,05/24/2021,2021,CAROLINA,PUERTO RICO,"CAROLINA, PUERTO RICO","ISLA VERDE CAROLINA, PUERTO RICO",PUERTO RICO,ISLA VERDE CAROLINA,12/31/2021,From 1 to 5 million,0,0,0,0,0,0,0,42000,0,0,Rent,NA,1,NA,NA,0,TRUE,2020,2021,0,0,0,0,0,0,0,0,0,0,0,0,Yes,1,50,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,174,50000,No,0,0,REDACTED
2023-RepAct22-000371_Redacted.pdf,01/16/2023,FALSE,NA,NA,01/01/2021,2021,DORADO,PR,"DORADO, PR","DORADO, PR",PR,DORADO,12/31/2021,From 1 to 5 million,0,0,0,0,0,0,0,161520,0,0,Rent,NA,25000,NA,NA,0,TRUE,2020,2021,0,5e+05,5e+05,0,350000,350000,0,-10322814,-10322814,0,0,0,Yes,1,60,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,221,250000,Yes,0,2,REDACTED
2023-RepAct22-000372_Redacted.pdf,01/12/2023,FALSE,NA,NA,02/01/2019,2019,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,12/31/2021,Less than 1 million,19,0,0,0,123528,0,0,0,13700,749,Rent,NA,2000,NA,NA,0,FALSE,NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,205,22000,No,0,0,NA
2023-RepAct22-000373_Redacted.pdf,01/11/2023,FALSE,NA,NA,01/01/2020,2020,Aguada,PR,"Aguada, PR","Rincon, PR",PR,Rincon,12/31/2021,Less than 1 million,8,0,0,0,4742.5,2655,0,0,0,8458,Rent,NA,1500,NA,NA,0,TRUE,2020,2021,12000,30000,18000,0,0,0,57130,107130,50000,0,0,0,Yes,1,50,Other,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,18,16000,Yes,0,1,REDACTED
2023-RepAct22-000374_Redacted.pdf,01/17/2023,FALSE,NA,NA,06/30/2021,2021,DORADO,PR,"DORADO, PR",PR 00778 Puerto,PR,Puerto,12/31/2021,From 1 to 5 million,0,0,1993128,0,0,0,0,0,0,60000,Rent,NA,8500,NA,NA,0,TRUE,2020,2021,0,0,0,0,0,0,0,126264,126264,0,0,0,Yes,1,60,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,195,60000,No,0,0,REDACTED
2023-RepAct22-000375_Redacted.pdf,01/17/2023,FALSE,NA,NA,12/15/2020,2020,SAN JUAN,PR,"SAN JUAN, PR Puerto Rico","SAN JUAN, PR Puerto Rico",PR,SAN JUAN,12/31/2021,From 1 to 5 million,0,0,350000,0,0,0,0,117073,1400,12748,Rent,NA,1,NA,NA,0,TRUE,2020,2021,0,0,0,0,0,0,0,0,0,0,0,0,Yes,1,50,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,1,1,No,0,0,REDACTED
2023-RepAct22-000376_Redacted.pdf,01/17/2023,FALSE,NA,NA,02/01/2019,2019,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,12/31/2021,From 10 to 25 million,62,0,235,0,9597497,358,0,34344,0,441244,Own,610000,NA,NA,No,0,TRUE,2020,2021,2e+05,0,-2e+05,610000,610000,0,845000,2e+06,1155000,173000,173000,0,Yes,1,120,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,193,74000,Yes,0,1,REDACTED
2023-RepAct22-000377_Redacted.pdf,01/17/2023,FALSE,NA,NA,04/26/2021,2021,HUMACAO,PR,"HUMACAO, PR","HUMACAO, PR",PR,HUMACAO,12/31/2021,Less than 1 million,4,0,104,0,0,40849,0,0,0,0,Rent,NA,4500,NA,NA,0,FALSE,NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,326,104000,No,0,0,REDACTED
2023-RepAct22-000378_Redacted.pdf,01/18/2023,FALSE,NA,NA,01/01/2019,2019,SAN JUAN,PUERTO RICO,"SAN JUAN, PUERTO RICO","SAN JUAN, PUERTO RICO",PUERTO RICO,SAN JUAN,12/31/2021,More than 100 million,18433,0,29652766,0,0,0,0,428333,0,3567994,Rent,NA,14500,NA,NA,0,TRUE,2020,2021,1e+05,5e+05,4e+05,9e+06,3e+06,-6e+06,2.5e+07,4.5e+07,2e+07,20000,15000,-5000,Yes,1,120,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,145,120000,Yes,0,4,REDACTED
2023-RepAct22-000379_Redacted.pdf,01/17/2023,FALSE,NA,NA,01/01/2018,2018,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,12/31/2021,From 25 to 50 million,3974,0,9401,0,19318466,554891,0,60000,0,107,Own,171035,NA,NA,Yes,0,TRUE,2020,2021,5484087,3076377,-2407710,1070767,1198353,127586,850000,881435,31435,0,0,0,Yes,1,60,Real Estate/Property,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,231,266203,Yes,23154,5,REDACTED
2023-RepAct22-000381_Redacted.pdf,01/11/2023,FALSE,NA,NA,02/01/2019,2019,SAN JUAN,Puerto Rico,"SAN JUAN, Puerto Rico","SAN JUAN, Puerto Rico",Puerto Rico,SAN JUAN,12/31/2021,From 25 to 50 million,4464,0,1768026,0,1232889,312138,0,40000,0,2931359,Own,675000,NA,NA,No,0,TRUE,2020,2021,3.5e+07,3.3e+07,-2e+06,2300000,1e+07,7700000,5e+06,3e+06,-2e+06,42300000,5e+05,-41800000,Yes,1,85,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,328,3e+05,Yes,0,4,NA
2023-RepAct22-000382_Redacted.pdf,01/11/2023,FALSE,NA,NA,01/01/2021,2021,Dorado,PR,"Dorado, PR","Dorado, PR",PR,Dorado,12/31/2021,From 10 to 25 million,8246,0,69696,0,51436,0,0,0,1290780,0,Own,1500000,NA,NA,No,0,TRUE,2020,2021,0,110000,110000,0,1500000,1500000,0,394158,394158,0,68000,68000,Yes,1,25,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,320,3e+05,No,0,0,REDACTED
2023-RepAct22-000383_Redacted.pdf,01/11/2023,FALSE,NA,NA,01/01/2020,2020,Aguada,PR,"Aguada, PR","Rincon, PR",PR,Rincon,12/31/2021,Less than 1 million,8,0,0,0,4742.5,2655,0,0,0,0,Rent,NA,1500,NA,NA,0,TRUE,2020,2021,0,0,0,0,0,0,0,0,0,57130,107130,50000,Yes,1,40,Other,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,185,16000,Yes,0,1,REDACTED
2023-RepAct22-000384_Redacted.pdf,01/11/2023,FALSE,NA,NA,02/01/2019,2019,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,12/31/2021,From 25 to 50 million,4464,0,1768026,0,1232889,312138,0,40000,0,2931359,Own,675000,NA,NA,No,0,TRUE,2020,2021,3.5e+07,3.3e+07,-2e+06,2300000,1e+07,7700000,5e+06,3e+06,-2e+06,42300000,5e+05,-41800000,Yes,1,120,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,302,3e+05,Yes,20000,4,REDACTED
2023-RepAct22-000385_Redacted.pdf,01/11/2023,FALSE,NA,NA,01/01/2021,2021,LUQUILLO,PR,"LUQUILLO, PR","SAN JUAN, PR",PR,SAN JUAN,12/31/2021,Less than 1 million,0,0,0,0,0,0,0,0,0,0,Own,625000,NA,NA,Yes,0,TRUE,2020,2021,0,50000,50000,0,825000,825000,0,0,0,0,30000,30000,Yes,1,110,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,270,30000,Yes,0,1,REDACTED
2023-RepAct22-000387_Redacted.pdf,01/17/2023,TRUE,real_estate_identification_number_1,N/A,06/01/2018,2018,DORADO,PR,"DORADO, PR","DORADO, PR",PR,DORADO,12/31/2021,More than 100 million,8743,0,20489,0,92206965,0,0,0,0,25,Own,6e+06,NA,NA,Yes,1,TRUE,2020,2021,0,1e+07,1e+07,0,6750000,6750000,0,0,0,0,75000,75000,Yes,1,45,Other,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,280,150000,Yes,0,1,REDACTED
2023-RepAct22-000388_Redacted.pdf,01/17/2023,FALSE,NA,NA,01/10/2014,2014,SAN JUAN,NA,"SAN JUAN,","SAN JUAN,",NA,SAN JUAN,12/31/2021,From 25 to 50 million,1081093,0,9140,0,163561,0,0,12500,0,451,Own,1200000,NA,NA,Yes,1,TRUE,2020,2021,5e+05,5e+05,0,5e+06,4700000,-3e+05,750000,750000,0,60000,60000,0,Yes,1,40,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,186,150000,No,0,0,REDACTED
2023-RepAct22-000389_Redacted.pdf,01/12/2023,FALSE,NA,NA,01/01/2021,2021,VEGA ALTA,PUERTO RICO,"VEGA ALTA , PUERTO RICO","VEGA ALTA , PUERTO RICO",PUERTO RICO,VEGA ALTA,12/31/2021,From 10 to 25 million,0,0,0,0,0,0,0,0,0,0,Rent,NA,6500,NA,NA,0,TRUE,2020,2021,0,0,0,0,0,0,0,1e+06,1e+06,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,14,1,No,0,0,REDACTED
2023-RepAct22-000390_Redacted.pdf,01/17/2023,FALSE,NA,NA,01/11/2019,2019,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,12/31/2021,From 50 to 75 million,1661254.5,0,573319,0,3185147,73568,0,134219.5,0,5142584.5,Own,3300000,NA,NA,No,0,TRUE,2020,2021,20000,50000,30000,3300000,3300000,0,0,0,0,85000,85000,0,Yes,1,45,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,314,180000,Yes,22949,5,REDACTED
2023-RepAct22-000391_Redacted.pdf,01/12/2023,FALSE,NA,NA,04/01/2021,2021,SAN SEBASTIAN,PR,"SAN SEBASTIAN, PR","SAN SEBASTIAN, PR",PR,SAN SEBASTIAN,12/31/2021,From 10 to 25 million,600,0,22840,0,372524,3154187,0,22543,0,233176,Own,650000,NA,NA,Yes,1,TRUE,2020,2021,0,120000,120000,0,850000,850000,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,214,250000,Yes,10000,2,NA
2023-RepAct22-000392_Redacted.pdf,01/25/2023,FALSE,NA,NA,02/01/2019,2019,Dorado,Puerto Rico,"Dorado , Puerto Rico","Dorado , Puerto Rico",Puerto Rico,Dorado,12/31/2022,From 1 to 5 million,145,0,1e+05,0,331567,0,0,0,0,0,Rent,NA,8000,"365 Dorado Beach East Dorado, Puerto Rico Puerto Rico 00646",NA,0,TRUE,2020,2021,371141,723845,352704,275000,275000,0,152781,225185,72404,0,0,0,Yes,1,45,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,342,1e+05,Yes,0,2,REDACTED
2023-RepAct22-000393_Redacted.pdf,01/17/2023,FALSE,NA,NA,04/07/2021,2021,SAN JUAN,PR,"SAN JUAN , PR","SAN JUAN , PR",PR,SAN JUAN,12/31/2021,From 1 to 5 million,0,0,449201,0,0,0,0,0,0,0,Own,450000,NA,NA,No,0,FALSE,NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,50,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,265,7000,Yes,0,1,REDACTED
2023-RepAct22-000394_Redacted.pdf,01/16/2023,FALSE,NA,NA,09/23/2021,2021,DORADO,PR,"DORADO, PR","DORADO, PR",PR,DORADO,12/31/2021,From 1 to 5 million,0,0,1673200,0,0,0,0,0,0,0,Own,2750000,NA,NA,No,0,TRUE,2020,2021,0,0,0,0,2750000,2750000,0,0,0,0,125000,125000,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,197,4e+05,No,0,0,REDACTED
